Name,Location,Category,Bio URL,Latitude,Longitude
Lakshman Kattoju,India,Machine Learning Builder since 2021,https://mikeforce.builder.com,22.3511148,78.6677428
Lalit Kale,"Dublin, Ireland",Front-End Web & Mobile Builder since 2020,https://www.linkedin.com/in/lalitkale/,53.3493795,-6.2605593
Lance Dofflemyer,"Atlanta, USA",Machine Learning Builder since 2023,https://www.linkedin.com/in/lance-dofflemyer/,33.7489924,-84.3902644
Lars Jacobsson,"Stockholm, Sweden",Serverless Builder since 2020,https://twitter.com/lajacobsson,59.3251172,18.0710935
Lasantha Sanjeewa Silva,Sri Lanka,Containers Builder since 2022,https://sanju2.github.io/,7.5554942,80.7137847
Latifat Folakemi Ogunsola,"Lagos, Nigeria",Cloud Operations Builder since 2023,No URL,6.4550575,3.3941795
Laura Gardner,United Kingdom,Network Content & Delivery Builder since 2024,https://www.linkedin.com/in/lauragardner12/,54.7023545,-3.2765753
Laurell McCaffrey,USA,Serverless Builder since 2024,https://www.linkedin.com/in/lgm527/,39.7837304,-100.445882
Laurent Mathieu,France,Security Builder since 2020,https://www.lmathieu.com,46.603354,1.8883335
Lays Rodrigues,"Niterói, Brazil",Containers Builder since 2022,https://lays147.dev.br,-22.8884,-43.1147
Lee Lazon,"Arcata, USA",Cloud Operations Builder since 2023,https://www.linkedin.com/in/lee-lazon,40.866517,-124.08284
Lee Priest,"London, United Kingdom",Serverless Builder since 2023,https://medium.com/@leepriest,51.4893335,-0.1440551
Lee Yi Terng,Singapore,Security Builder since 2021,https://aws.amazon.com/developer/community/community-builders,1.357107,103.8194992
Lei Feng,"Chongqing, China",Dev Tools Builder since 2022,https://www.linkedin.com/in/%E7%A3%8A-%E5%B0%81-030982199/,30.05518,107.8748712
Lena Taupier,St. Lucia,Front-End Web & Mobile Builder since 2020,https://cloudcompiled.com,13.8250489,-60.975036
Lenny Nganga,"Nairobi, Kenya",Storage Builder since 2022,https://www.linkedin.com/in/lenny-nganga-wanjiru/,-1.3026148,36.828842
Leonard Hermawan,"Jakarta, Indonesia",Networking & Content Delivery Builder since 2022,https://www.linkedin.com/in/leonard-hermawan-559819102,-6.1817,106.8207194
Leonid Gimelshtein,"Fredericton, New Brunswick, Canada",Data Builder since 2023,https://www.chaosmonkey.cloud,45.963233,-66.6432356
Lesmon Andres Lenin Saluta,Philippines,Machine Learning Builder since 2023,https://www.linkedin.com/in/lallsaluta/,12.7503486,122.7312101
Lester Leal,"City of San Jose Del Monte, Philippines",Dev Tools Builder since 2023,https://www.linkedin.com/in/lester-leal-b50875219/,14.8101978,121.0474088
Leticia Uchida,"São Paulo, Brazil",Cloud Operations Builder since 2021,https://www.linkedin.com/in/leticiamassae/,-23.5506507,-46.6333824
Letitia Hutchinson,"Derby, United Kingdom",Network Content & Delivery Builder since 2023,https://www.linkedin.com/in/letitia-hutchinson,52.9142235,-1.4719885
Leung Siu Hong,Hong Kong,Machine Learning Builder since 2021,https://www.linkedin.com/in/william-leung-31821b196,22.350627,114.1849161
Lewis Sawe,"Nairobi, Kenya",Dev Tools Builder since 2024,https://www.linkedin.com/in/lewisawe/,-1.3026148,36.828842
Lezgin Bakircioglu,"Stockholm, Sweden",Serverless Builder since 2020,https://lezg.in/,59.3251172,18.0710935
Lilupa Karu,"Wellington, New Zealand",Serverless Builder since 2024,https://www.linkedin.com/in/lilupa-karu/,-41.2887953,174.7772114
Lino Espinoza,"Lima, Peru",Serverless Builder since 2024,https://www.linkedin.com/in/linoespinoza/,-11.967575,-77.0113689
Lionel Pulickal,USA,Networking & Content Delivery Builder since 2021,https://www.linkedin.com/in/pjlionel,39.7837304,-100.445882
Lionel Tchami,"Calgary, Canada",Dev Tools Builder since 2023,dev.to/softwaresennin,51.0456064,-114.057541
Liu Weiyuan,"Singapore, Singapore",Cloud Operations Builder since 2021,https://weiyuan-lane.github.io/,1.357107,103.8194992
Liubov Koreva,"Stockholm, Sweden",Machine Learning Builder since 2023,https://www.linkedin.com/in/liubov-koreva,59.3251172,18.0710935
Livio Bieri,"Zurich, Switzerland",Dev Tools Builder since 2022,https://www.lola.dev,47.3744489,8.5410422
Lloyd Theophilus Osabutey-Anikon,"Accra, Ghana",Cloud Operations Builder since 2022,https://lloyddigital.tech/,5.5571096,-0.2012376
Logeswaran Vinayagam,"Dubai, United Arab Emirates",Cloud Operations Builder since 2022,https://www.LinkedIn.com/in/logeswarangv,25.2277355,55.1749996
Lorenz Vanthillo,"Antwerp, Belgium",Containers Builder since 2021,https://twitter.com/lvthillo,51.2211097,4.3997081
Lorenzo Hidalgo Gadea,"Barcelona, Spain",Serverless Builder since 2024,https://lhidalgo.dev/,41.3828939,2.1774322
Lou Bichard,"London, United Kingdom",Serverless Builder since 2020,https://twitter.com/loujaybee,51.4893335,-0.1440551
Lu Zhang,"Xi'an, China",Cloud Operations Builder since 2021,https://www.linkedin.com/in/seanconsulting,34.261004,108.9423363
Luc Pâquet,"Québec, Canada",Cloud Operations Builder since 2020,https://luc.cloud,52.4760892,-71.8258668
Lucian Patian,"Timisoara, Romania",Cloud Operations Builder since 2023,https://linkedin.com/in/lucianpatian,45.7538355,21.2257474
Lucian Revnic,Romania,Cloud Operations Builder since 2020,https://revnic.net/,45.9852129,24.6859225
Lucy Webster,"Brisbane, Australia",Cloud Operations Builder since 2022,https://www.linkedin.com/in/lucy-w-537921123/,-27.4689682,153.0234991
Luffy Tsai,"Taipei, Taiwan",Data Builder since 2021,https://www.linkedin.com/in/parisswing/,25.0375198,121.5636796
Luis Maria Horvath Mayor,Spain,Network Content & Delivery Builder since 2022,https://www.linkedin.com/in/luismariahorvathmayor/,39.3260685,-4.8379791
Luis Martin Grados Salinas,"Lima, Peru",Data Builder since 2022,https://www.linkedin.com/in/luisgrados,-11.967575,-77.0113689
Luis Parraguez,"São Paulo, Brazil",Dev Tools Builder since 2023,https://www.linkedin.com/in/lparraguez/,-23.5506507,-46.6333824
Luis Valdivia Humareda,"Lima, Peru",Data Builder since 2024,https://www.linkedin.com/in/luis-valdivia-humareda/,-11.967575,-77.0113689
Luiz Bernardo,"São Paulo, Brazil",Cloud Operations Builder since 2021,https://github.com/brbernardo,-23.5506507,-46.6333824
Luiz Machado,"Goiânia, Brazil",Security Builder since 2023,No URL,-16.680882,-49.2532691
Luke Hedger,"London, United Kingdom",Serverless Builder since 2022,https://twitter.com/level_out,51.4893335,-0.1440551
Luqman Bello,"Lagos, Nigeria",Containers Builder since 2021,https://www.linkedin.com/in/luqman-bello/,6.4550575,3.3941795
Luthfi Anandra,"Bekasi, Indonesia",Dev Tools Builder since 2021,https://www.linkedin.com/in/luthfi-anandra/,-6.2349858,106.9945444
Lv Chang,"Wuhan, China",Data Builder since 2022,https://www.linkedin.cn/incareer/in/ACoAACaA4OMB6uCxlJA729yeNMgoQXDO0-yxd_A,30.5951051,114.2999353
Lydia Delyova,"Kosice, Slovakia",Network Content & Delivery Builder since 2024,https://www.linkedin.com/in/lydia-delyova-26905216a/,48.7172272,21.2496774
Lyn Teoh,Singapore,Machine Learning Builder since 2023,https://www.linkedin.com/in/lynteoh/,1.357107,103.8194992
MD Shahriyar Al Mustakim Mitul,"Dhaka, Bangladesh",Machine Learning Builder since 2021,https://www.linkedin.com/in/mitul-shahriyar/,23.8202931,90.3710408
MD. Al-Amin Talukdar,"Dhaka, Bangladesh",Containers Builder since 2021,https://www.linkedin.com/in/al-amin-talukdar/,23.8202931,90.3710408
Ma. Theresa Jimenez,"Bataan, Philippines",Storage Builder since 2022,https://www.linkedin.com/in/terejimenez/,14.6436031,120.4657622
Maarten Bruntink,"Huijbergen, Netherlands",Cloud Operations Builder since 2021,https://www.linkedin.com/in/maartenbruntink,51.4330325,4.3768613
Maciej Radzikowski,Poland,Serverless Builder since 2021,https://betterdev.blog/,52.215933,19.134422
Madeline Van Der Paelt,Canada,Dev Tools Builder since 2023,https://www.linkedin.com/in/madelinevdp/?originalSubdomain=ca,61.0666922,-107.991707
Madhu Kumar Yeluri,"Budapest, Hungary",Containers Builder since 2021,https://www.linkedin.com/in/cloudgeek7,47.4813896,19.1460941
Magdy Elfaramawy,"Melbourne, Australia",Security Builder since 2022,https://www.linkedin.com/in/magdyfaramawy/,-37.8142454,144.9631732
Magnolia Sandoval,"Tijuana, Mexico",Data Builder since 2022,https://www.magnoliasandoval.com/,32.5317397,-117.019529
Mahak Kailas Patil,"Chicago, USA",Cloud Operations Builder since 2021,https://www.linkedin.com/in/mahakpatil/,41.8755616,-87.6244212
Mahir Ul Fayaz,"Srinagar, India",Networking & Content Delivery Builder since 2022,https://www.linkedin.com/in/mahir-ul-fayaz-423327199,34.0747444,74.8204443
Mahmoud,"Riyadh, Saudi Arabia",Serverless Builder since 2021,https://www.linkedin.com/in/mahmoudrabie2004/,23.333333,45.333333
Mahmoud Abdelrahman,"Abu Dhabi, Egypt",Dev Tools Builder since 2023,https://www.linkedin.com/in/mahmoudabdelrrahman,24.4254364,54.4368573
Maik Wiesmüller,"Hamburg, Germany",Serverless Builder since 2024,https://www.linkedin.com/in/wiesmueller/,53.550341,10.000654
Mailing Delgado Medina,Puerto Rico,Front-End Web & Mobile Builder since 2023,https://www.linkedin.com/in/mailing-delgado-medina,18.2247706,-66.4858295
Majdi Dhissi,"Dubai, United Arab Emirates",Serverless Builder since 2023,https://www.linkedin.com/in/majdidhissi,25.2277355,55.1749996
Majid Hajian,"Oslo, Norway",Front-End Web & Mobile Builder since 2021,https://twitter.com/mhadaily,59.9133301,10.7389701
Maki Fujiwara,"Sapporo Hokkaido, Japan",Dev Tools Builder since 2024,https://www.linkedin.com/in/maki-fujiwara/,43.0609096,141.3460696
Maksim Skutin,"Singapore, Singapore",Serverless Builder since 2023,https://skut.in,1.357107,103.8194992
Manas Das,United Kingdom,Security Builder since 2023,No URL,54.7023545,-3.2765753
Manasseh Mwangi,"Nairobi, Kenya",Security Builder since 2023,https://www.linkedin.com/in/manassehmwangi/,-1.3026148,36.828842
Manel Mendoza Flores,"Barcelona, Spain",Security Builder since 2021,https://www.linkedin.com/in/manelmendoza/,41.3828939,2.1774322
Mangesh Kakad,"London, United Kingdom",Machine Learning Builder since 2021,https://www.linkedin.com/in/mkakad,51.4893335,-0.1440551
Manish Soni,"Jaipur, India",Network Content & Delivery Builder since 2024,https://www.manisomanish.com/,26.9154576,75.8189817
Manohar Shetty,"Bangalore, India",Cloud Operations Builder since 2024,No URL,12.9881567,77.6226
Manoj Lingala,Australia,Serverless Builder since 2023,https://www.linkedin.com/in/manoj-l-a9a58432/,-24.7761086,134.755
Manu Muraleedharan,"Bangalore, India",Dev Tools Builder since 2023,https://www.linkedin.com/in/manumuraleedharan/,12.9881567,77.6226
Manu Suryavansh,USA,Machine Learning Builder since 2021,https://msuryavanshi.medium.com/,39.7837304,-100.445882
Manuel Eusebio de Paz Carmona,"Madrid, Spain",Serverless Builder since 2023,https://www.linkedin.com/in/manueleusebiodepazcarmona/,40.4167047,-3.7035825
Manuel Tarouca Martins,Portugal,Dev Tools Builder since 2024,https://www.linkedin.com/in/manuel-at-martins/,39.6621648,-8.1353519
Manusha Chethiyawardhana,Sri Lanka,Front-End Web & Mobile Builder since 2022,https://manushacheti.medium.com,7.5554942,80.7137847
Marawan Mamdouh,Egypt,Front-End Web & Mobile Builder since 2022,https://www.linkedin.com/in/marawanxmamdouh/,26.2540493,29.2675469
Marc Khair,Canada,Serverless Builder since 2022,https://www.linkedin.com/in/marckhair,61.0666922,-107.991707
Marc-Henry Geay,France,Security Builder since 2022,https://mhgeay.fr,46.603354,1.8883335
Marcelo Andrade,"Recife, Brazil",Containers Builder since 2021,https://devsres.com/links/,-8.0584933,-34.8848193
Marcelo Hidalgo,Ecuador,Cloud Operations Builder since 2022,https://marcelohidalgo.com/,-1.3397668,-79.3666965
Marco Deleu,"Amsterdam, The Netherlands",Serverless Builder since 2021,https://blog.deleu.dev/,52.3730796,4.8924534
Marco Gonzalez,Peru,Networking & Content Delivery Builder since 2021,https://www.linkedin.com/in/mgonzalezortiz/,-6.8699697,-75.0458515
Marco Lancini,United Kingdom,Security Builder since 2022,https://www.marcolancini.it/,54.7023545,-3.2765753
Marco Troisi,"Belfast, United Kingdom",Serverless Builder since 2022,https://marcotroisi.substack.com,54.5975804,-5.9277097
Marco Tzuc,"Medellín, Colombia",Networking & Content Delivery Builder since 2021,https://mirzoz.medium.com/,6.2697324,-75.6025597
Marcos Henrique Santos de Lima,"São José dos Campos, Brazil",Serverless Builder since 2023,https://dev.to/wakeupmh,-23.1867782,-45.8854538
Marcos Ortiz,"Lima, Peru",Data Builder since 2022,https://awsgravitonweekly.com/,-11.967575,-77.0113689
Marcos Santos,"Belo Horizonte, Brazil",Network Content & Delivery Builder since 2023,https://medium.com/@marcosdanielsantos,-19.9227318,-43.9450948
Marcus Bladh,"Malmö, Sweden",Containers Builder since 2023,https://www.linkedin.com/in/marcus-bladh,55.6052931,13.0001566
Marcus Karlsson,"Gothenburg, Sweden",Containers Builder since 2022,https://www.linkedin.com/in/marcus-alexander-karlsson,57.7072326,11.9670171
Marek Šottl,Czech Republic,Security Builder since 2021,https://www.sottlmarek.com/,49.7439047,15.3381061
Maria Christidi Noble,"Las Vegas, USA",Network Content & Delivery Builder since 2023,https://www.linkedin.com/in/maria-christidi-noble/,36.1672719,-115.1483538
Maria Kmita,"Krakow, Poland",Network Content & Delivery Builder since 2022,https://www.linkedin.com/in/maria-kmita-wo%C5%82ek/,50.0469432,19.9971534
Maricela Miranda,"Lima, Peru",Machine Learning Builder since 2023,https://www.linkedin.com/in/maricela-miranda-ch%C3%A1vez,-11.967575,-77.0113689
Marin Radjenovic,"Budva, Montenegro",Serverless Builder since 2020,https://www.linkedin.com/in/marinradjenovic,42.2885656,18.8419505
Mario Mercado,"Barranquilla, Colombia",Containers Builder since 2021,https://www.linkedin.com/in/mario-andr%C3%A9s-mercado-coronado/,11.0101922,-74.8231794
Marius Ducea,"Austin, USA",Graviton Arm Builder since 2021,https://www.linkedin.com/in/mariusducea,30.2711286,-97.7436995
Mark Goatley,"Wellington, New Zealand",Security Builder since 2024,https://www.linkedin.com/in/markgoatley/,-41.2887953,174.7772114
Mark Laszlo,Hungary,Machine Learning Builder since 2020,https://ccx.hu/,47.1817585,19.5060937
Mark Orina,"Nairobi, Kenya",Front-End Web & Mobile Builder since 2022,https://www.linkedin.com/in/mark-orina-26a603a4/,-1.3026148,36.828842
Mark Ramrattan,"London, England",Front-End Web & Mobile Builder since 2021,https://twitter.com/markramrattan,51.4893335,-0.1440551
Mark Ross,United Kingdom,Dev Tools Builder since 2022,https://www.linkedin.com/in/markjamesross/,54.7023545,-3.2765753
Mark Wolfe,"Melbourne, Australia",Serverless Builder since 2024,https://www.wolfe.id.au,-37.8142454,144.9631732
Marko Djakovic,"Novi Sad, Serbia",Serverless Builder since 2022,https://www.linkedin.com/in/marko-djakovic-88038067/,45.2551338,19.8451756
Marko Štrukelj,Slovenia,Serverless Builder since 2024,https://www.serverlesslife.com/,46.1199444,14.8153333
Markus Toivakka,Finland,Cloud Operations Builder since 2022,https://puistikko.fi,63.2467777,25.9209164
Martin Chan,"Hong Kong, Hong Kong",Cloud Operations Builder since 2021,https://www.linkedin.com/in/martin-chan-86310023/,22.2793278,114.1628131
Martin Mueller,"Lisbon, Portugal",Serverless Builder since 2022,https://martinmueller.dev,38.7077507,-9.1365919
Martin Nanchev,"Sofia, Bulgaria",Cloud Operations Builder since 2022,https://www.linkedin.com/in/%E2%99%A0-martin-%E2%99%A0-nanchev-97063166/,42.6792938,23.3011089
Martin Paradesi,"New York, USA",Machine Learning Builder since 2020,https://www.linkedin.com/in/msrparadesi/,40.7269813,-73.7093369
Martin Raabe,"Cologne, Germany",Containers Builder since 2022,https://www.linkedin.com/in/martin-raabe-aws/,50.938361,6.959974
Martina Della Corte,Sweden,Serverless Builder since 2024,https://theindiecoder.cloud/,59.6749712,14.5208584
Marty Henderson,"Madison, USA",Security Builder since 2023,https://www.linkedin.com/in/martyjhenderson/,43.074761,-89.3837613
Martyn Kilbryde,"Manchester, United Kingdom",Serverless Builder since 2023,https://makit.net/,53.4794892,-2.2451148
Martyn Langlands,"Dundee, Scotland",Networking & Content Delivery Builder since 2022,https://www.brightsolid.com/,56.4605938,-2.97019
Marwan Khanfar,"Ramallah, Palestine",Dev Tools Builder since 2020,https://marwan.info,31.9187932,35.2054517
Masahiko Murakami,"Fukui, Japan",Front-End Web & Mobile Builder since 2022,https://fossamagna.github.io/,35.9263502,136.6068127
Masahiro Shimokawa,"Sapporo, Hokkaido, Japan",Serverless Builder since 2024,https://twitter.com/shimagaji,43.061936,141.3542924
Masaki Suzuki,"Aichi, Japan",Serverless Builder since 2023,https://twitter.com/makky12,34.9991645,137.254574
Masaru Ogura,Japan,Cloud Operations Builder since 2021,https://twitter.com/MasaruOgura,36.5748441,139.2394179
Masashi Suzuki,"Tokyo, Japan",Cloud Operations Builder since 2024,https://twitter.com/masasuz,35.6768601,139.7638947
Masato Kitahara,"Tokyo, Japan",Dev Tools Builder since 2022,https://twitter.com/masara0803,35.6768601,139.7638947
Masayoshi Haruta,"Tokyo, Japan",Security Builder since 2022,https://www.linkedin.com/in/mah-hal/,35.6768601,139.7638947
Masayuki Kato,"Kanazawa, Japan",Machine Learning Builder since 2021,https://www.phalanxware.com,36.561627,136.6568822
Mateusz Boś,"Katowice, Poland",Serverless Builder since 2021,https://www.linkedin.com/in/mateuszbos/,50.2598987,19.0215852
Matheus Almeida Costa,"Belo Horizonte, Brazil",Security Builder since 2023,https://www.linkedin.com/in/matheus-almeida-costa/,-19.9227318,-43.9450948
Matheus Jacques,Germany,Machine Learning Builder since 2024,https://www.mjacques.co/,51.1638175,10.4478313
Matheus Silva,Brazil,Dev Tools Builder since 2022,https://www.linkedin.com/in/msilvadev/,-10.3333333,-53.2
Matias Hernández,"Talca, Chile",Front-End Web & Mobile Builder since 2021,https://twitter.com/matiasfha,-35.4433618,-71.6865351
Matias Kreder,"Buenos Aires, Argentina",Machine Learning Builder since 2021,https://ar.linkedin.com/in/mkreder,-33.3657998,-60.19955
Matt Bacchi,"Amagansett, New York, USA",Serverless Builder since 2024,https://bacchi.org/,40.981545,-72.1332197
Matt Camp,France,Machine Learning Builder since 2023,https://www.linkedin.com/in/mcamp/,46.603354,1.8883335
Matt Carey,"London, United Kingdom",Serverless Builder since 2023,https://www.linkedin.com/in/matt-carey-56b958181/,51.4893335,-0.1440551
Matt Gowie,"Boulder, USA",Containers Builder since 2020,https://masterpoint.io,40.0149856,-105.270545
Matt Houghton,United Kingdom,Data Builder since 2021,https://twitter.com/mattdevdba,54.7023545,-3.2765753
Matt Martz,"Washington, D.C., USA",Dev Tools Builder since 2020,https://martz.codes,38.8950368,-77.0365427
Matt Morgan,USA,Serverless Builder since 2020,https://mattmorgan.cloud/,39.7837304,-100.445882
Matteo Depascale,Italy,Serverless Builder since 2023,https://www.linkedin.com/in/matteo-depascale/,42.6384261,12.674297
Matteo Madeddu,"Turin, Italy",Containers Builder since 2022,https://madeddu.xyz,45.0249632,7.6718367
Matthew (Mateo) DeJesus,"Raleigh, USA",GameTech Builder since 2022,https://www.linkedin.com/in/matthew-dejesus-979541188,35.7803977,-78.6390989
Matthew Buhr,USA,Cloud Operations Builder since 2021,https://www.linkedin.com/in/mjbuhr,39.7837304,-100.445882
Matthew Gillard,"Melbourne, Australia",Serverless Builder since 2020,https://medium.com/@mattgillard,-37.8142454,144.9631732
Matthew Merriel,"Melbourne, Australia",Serverless Builder since 2022,https://blog.mattmerriel.com,-37.8142454,144.9631732
Matthew Wilson,"Belfast, Northern Ireland",Serverless Builder since 2022,https://twitter.com/matt_codes,54.5975804,-5.9277097
Matthew Zhao,"San Francisco, USA",Containers Builder since 2022,https://twitter.com/Matthew49104261,37.7792588,-122.4193286
Matthieu Lienart,"Bern, Switzerland",Machine Learning Builder since 2022,https://www.linkedin.com/in/matthieu-lienart,46.9484742,7.4521749
Mattia Peri,"Milan, Italy",Containers Builder since 2021,https://www.linkedin.com/in/mattiaperi/,45.4641943,9.1896346
Mattias Andersson,"Vancouver, Canada",Serverless Builder since 2021,https://www.linkedin.com/in/mattias-andersson/,49.2608724,-123.113952
Matty Stratton,"Chicago, USA",Serverless Builder since 2022,https://matty.wtf,41.8755616,-87.6244212
Maureen Chebet,"Nairobi, Kenya",Serverless Builder since 2022,https://mynameisprotocol.com/,-1.3026148,36.828842
Max Zeballos,"Arequipa, Peru",Machine Learning Builder since 2022,https://www.linkedin.com/in/maxcloud/,-16.4026072,-71.5341564
Maxwell Manga,"Yaounde, Cameroon",Machine Learning Builder since 2023,https://www.linkedin.com/in/maxwell-ndognkong-manga-06367272/,3.8689867,11.5213344
Mbuyu Bilga Omari,"Goma, Democratic Republic of the Congo",Network Content & Delivery Builder since 2022,https://bilgambuyu.com,-1.6665685,29.225652
Md Harunur Rashid,"Dhaka, Bangladesh",Serverless Builder since 2022,https://www.linkedin.com/in/harunrrayhan/,23.8202931,90.3710408
Md Minhaj Uddin,"New York, USA",Security Builder since 2023,https://www.linkedin.com/in/md-m-uddin-devops/,40.7269813,-73.7093369
Md Shamim,"Miyazaki, Japan",Containers Builder since 2023,https://www.linkedin.com/in/shamimice03/,32.097681,131.294542
Md. Mahamudur Rahman,"Dhaka, Bangladesh",Machine Learning Builder since 2022,https://www.linkedin.com/in/sohagmahamud/,23.8202931,90.3710408
Md. Mostafa Al Mahmud,"Dhaka, Bangladesh",Serverless Builder since 2023,https://www.linkedin.com/in/md-mostafa/,23.8202931,90.3710408
Meenal Sarda,India,Data Builder since 2022,https://www.linkedin.com/in/meenal-sarda/,22.3511148,78.6677428
Mehdi LARUELLE,"Paris, France",Security Builder since 2024,https://mehdilaruelle.com/,48.8534951,2.3483915
Mehmet Ayberk Annadinc,Turkey,Security Builder since 2022,https://www.linkedin.com/in/mhmtayberk/,39.294076,35.2316631
Mehsam Raza,"Karachi, Pakistan",Machine Learning Builder since 2021,https://www.linkedin.com/in/mesumrazahemani,24.8546842,67.0207055
Mehul Patel,India,Containers Builder since 2021,https://bio.link/nomadicmehul,22.3511148,78.6677428
Meliana Christianti J,"Bandung, Indonesia",Data Builder since 2021,https://s.id/hallomellstudio,-6.9215529,107.6110212
Memek Saviour,Nigeria,Containers Builder since 2022,https://mecky.hashnode.dev/kubernetes-introduction,9.6000359,7.9999721
Metisha Harper,"Newark, USA",Security Builder since 2022,https://www.linkedin.com/in/metisha-harper-88912b62/,40.735657,-74.1723667
Mhamad El Itawi,"Beirut, Lebanon",Serverless Builder since 2022,https://mhamadelitawi.com,33.8892265,35.5025585
Michael Grayson,"Rochester, New York, USA",Data Builder since 2022,https://www.linkedin.com/in/mikegrayson/,43.157285,-77.615214
Michael Jacobsson,Australia,Dev Tools Builder since 2021,https://www.talkncloud.com,-24.7761086,134.755
Michael Kirchner,Austria,Security Builder since 2023,https://www.linkedin.com/in/michael-kirchner-at/,47.59397,14.12456
Michael Levan,"New Jersey, USA",Dev Tools Builder since 2022,https://www.linkedin.com/in/michaellevan/,40.0757384,-74.4041622
Michael Tedder,"Sapporo, Japan",Game Tech Builder since 2020,https://tedder.cc,43.061936,141.3542924
Michael Wahl,"Detroit, MI, USA",Security Builder since 2022,https://www.linkedin.com/in/michael-wahl217,42.3315509,-83.0466403
Michal Brygidyn,"Wroclaw, Poland",Security Builder since 2023,https://www.linkedin.com/in/michalbrygidyn/,51.1089776,17.0326689
Michal Salanci,"Kosice, Slovakia",Containers Builder since 2023,https://www.linkedin.com/in/michal-salanci-3496724b/,48.7172272,21.2496774
Michal Šimon,Czech Republic,Serverless Builder since 2024,https://www.linkedin.com/in/michal-simon/,49.7439047,15.3381061
Michał Górski,"Gliwice, Poland",Serverless Builder since 2021,https://www.linkedin.com/in/michal-gorski,50.3011314,18.6623472
Miguel A. Calles,USA,Serverless Builder since 2024,https://miguelacallesmba.bio.link/,39.7837304,-100.445882
Miguel Arranz,"London, United Kingdom",Cloud Operations Builder since 2022,https://miguelarranz.net,51.4893335,-0.1440551
Miguel Fontanilla,Spain,Containers Builder since 2022,https://www.linkedin.com/in/miguel-fontanilla-14114710b,39.3260685,-4.8379791
Miguel Ángel Muñoz Sanchez,"Madrid, Spain",Network Content & Delivery Builder since 2023,https://www.linkedin.com/in/miguel-angel-munoz-sanchez-3aa42638,40.4167047,-3.7035825
Mihaly Balassy,"Budapest, Hungary",Cloud Operations Builder since 2021,https://roadtoaws.com/,47.4813896,19.1460941
Mike (Sin Ching) Ng,"Hong Kong, Hong Kong",Machine Learning Builder since 2020,https://mikeng.io,22.2793278,114.1628131
Mike Fowler,United Kingdom,Data Builder since 2021,http://www.mlfowler.com,54.7023545,-3.2765753
Mike Graff,"San Francisco, USA",Cloud Operations Builder since 2021,https://cloudyadvice.com,37.7792588,-122.4193286
Mikhail Chumakov,"Prague, Czech Republic",Serverless Builder since 2024,https://www.linkedin.com/in/mikhail-chumakov,50.0596288,14.4464593
Mikito Nagase,"Fukuoka, Japan",Security Builder since 2024,https://twitter.com/beco_minn,33.6251241,130.6180016
Milad Rezaeighale,"Berlin, Germany",Machine Learning Builder since 2023,https://www.linkedin.com/in/miladrezaei/,52.510885,13.3989367
Mim Ahmed,"Dhaka, Bangladesh",Front-End Web & Mobile Builder since 2021,https://www.linkedin.com/in/iammim,23.8202931,90.3710408
Ming Xu,"Taipei, Taiwan",Cloud Operations Builder since 2024,https://www.linkedin.com/in/puff666/,25.0375198,121.5636796
Minh Le,"Ho Chi Minh, Vietnam",Dev Tools Builder since 2022,https://www.linkedin.com/in/minhld/,10.7763897,106.7011391
Mintae Kim,"Seoul, South Korea",Data Builder since 2022,https://github.com/14km,37.5666791,126.9782914
Misuzu Sugiyama,"Saga, Japan",Front-End Web & Mobile Builder since 2023,https://www.linkedin.com/in/sugimisu/,33.2185408,130.1296585
Mitsuhiro Yamashita,"Osaka, Japan",Serverless Builder since 2022,https://www.yamamanx.com/profile/,34.6937569,135.5014539
Moataz Nabil,"Berlin, Germany",Front-End Web & Mobile Builder since 2020,https://moataznabil.blog/,52.510885,13.3989367
Mobeen Ahmed,"Karachi, Pakistan",Front-End Web & Mobile Builder since 2023,https://www.linkedin.com/in/mobeen-ahmed-dev/,24.8546842,67.0207055
Mohamad Kalaaji,"Beirut, Lebanon",Front-End Web & Mobile Builder since 2021,https://www.kalaaji.com,33.8892265,35.5025585
Mohamad Kawtharani,Lebanon,Data Builder since 2022,https://www.linkedin.com/in/mohamad-albaker-kawtharani,40.375713,-76.4626118
Mohamed Amr,"Cairo, Egypt",Machine Learning Builder since 2021,https://www.linkedin.com/in/mamryehia,30.0443879,31.2357257
Mohamed Mesbah,"Cairo, Egypt",Cloud Operations Builder since 2023,https://www.linkedin.com/in/mohammedmesbah/,30.0443879,31.2357257
Mohamed Nizzad,"Colombo, Sri Lanka",Front-End Web & Mobile Builder since 2022,https://www.aiinspired.com,6.9388614,79.8542005
Mohamed Nowsath,"Kinniya, Sri Lanka",Containers Builder since 2023,https://www.linkedin.com/in/nowsathk/,8.5016494,81.1912179
Mohamed Radwan,"Berlin, Germany",Serverless Builder since 2021,https://www.linkedin.com/in/maradwan/,52.510885,13.3989367
Mohamed Rifkhan,"Kinniya, Sri Lanka",Containers Builder since 2023,https://www.linkedin.com/in/rifkhan107/,8.5016494,81.1912179
Mohamed Wassim Bezine,"Mahdia, Tunisia",Networking & Content Delivery Builder since 2022,https://www.linkedin.com/in/wassim-bezine/,35.503642,11.0682429
Mohamed latfalla,Bahrain,Serverless Builder since 2020,https://mlatfalla.medium.com/,26.1551249,50.5344606
Mohammad Khalique,"Bengaluru, India",Storage Builder since 2021,https://www.linkedin.com/in/mohammad-khalique-8398aa1a/,12.9881567,77.6226
